puzzle,method,solution-length,solution,initial-h,run-time(ms),nodes-expanded,nodes-per-second,iterations
imobkgpflecahdjn,disjoint-database,61,uldddruuuldrrdllurruldddluldruluurrdrulddldrrullluurrdrdlldrr,49,587.836,390309,663976,7
dnbgpoimflhaejkc,disjoint-database,55,urdrrddlluurrdldluuruldlurdlddruuruldlddrururuldrddlurd,45,19.909,11492,577226,6
aoghjdinckbfmlep,disjoint-database,44,uuulldrddlulurrulddrrdluulddruruulddllurrrdd,36,1.703,384,225484,5
fckandjmogpbhile,disjoint-database,56,urddluuurdlldldrulurdrrullurrdlldrdllurulurrdlldrdlurrrd,46,460.894,308062,668401,6
cgfiohdjeaplmbkn,disjoint-database,48,rdlurullurrdllddluuruldrdldruruuldrdrdlluuldrrrd,40,228.584,153653,672195,5
njpcoflaeikbghdm,disjoint-database,54,ldldrrurdldrulldruluuldddrulururdrdlluurdddluulurrrddd,46,59.752,35170,588600,5
imldkjnpgcofbhae,disjoint-database,58,dlulddruldrruluulddldrruuuldrrdlllurddluuurdddluurrddlurdr,48,560.508,366439,653762,6
milojpfgchnkdabe,disjoint-database,58,ddluuurdddrruuulldddruulddluuurdddluurdrruuldlddrruuuldddr,52,17.174,9807,571038,4
kbnfmjlgapdiecoh,disjoint-database,51,ulddruurdrulullddrruurdddlllurdruluurddluurdrdlldrr,41,181.2,114544,632141,6
eobkdlmgjanpihcf,disjoint-database,49,dluuldrrdlluruuldlurdrurddldruluulddldrruuruldrdd,45,10.753,6208,577327,3
gnpfibeamjkdcolh,disjoint-database,44,dlurrdddllluuurrrddlldruluurdddluulurrdldrrd,38,5.608,2527,450606,4
phekcfidjlmanbgo,disjoint-database,52,dddrurrdlluurdlldruuldrurulldrrrulddrdluruullldrrdrd,42,172.849,105302,609214,6
odegiamfjklcbhpn,disjoint-database,51,uuulddrdluurrdldrullldruuldrulurdldrurdldruuruldrdd,43,29.667,17745,598139,5
ifehpdcknogblmaj,disjoint-database,47,urdddlururuldrddlurrdllluurdrruullddluurdldrrrd,43,4.712,2433,516341,3
libpkagjnoecdmfh,disjoint-database,51,lddldlurdruldluuurddluurdrrdlllurrurdddluluurrddldr,41,186.876,124955,668652,6
cokdnbhjagimpfel,disjoint-database,45,rrurulllddrruluuldddruurdldrurululdlddrururdd,37,60.279,36073,598434,5
egnhbjkcadimlpof,disjoint-database,52,urrdlluruurdddluuullddrdlurrdlurrdluurdlluuldrrurddd,42,84.172,52901,628487,6
moliefkjgancpbdh,disjoint-database,65,uuurdddluuurddluurdrurdddlluldruruurdddluurddlluruurddlulldrrurdd,49,54646.5,36843791,674221,9
haikmgebfljdpnoc,disjoint-database,49,rurdluururdddlullurrulldrurrdlldrruldldluuurrddrd,39,1105.34,738204,667851,6
cnjmabgphdoliekf,disjoint-database,52,uldrdlllurrdldrruuldluurrdlddluurulldddruruulldrdrdr,44,159.233,105560,662928,5
ojhfkgpibanclemd,disjoint-database,57,uldlurrdlldruuldddrrulldrruurddlulururddlluurrdllulddrrdr,47,474.559,316231,666368,6
cdmokbehapnfjilg,disjoint-database,47,uldrururdddlulurrdluullddrulddrururullddldrrurd,39,33.252,20001,601498,5
opiecjndbkafmghl,disjoint-database,49,ldddrurdlluruulddrururddldluurulldrrrdldlulurrdrd,41,426.775,277667,650617,5
cghaonklbpjdmife,disjoint-database,51,druurdlulldrdruuurdddlurulullddrurdllurrulldrddrurd,41,494.636,327274,661646,6
mijegcaoblnfhpdk,disjoint-database,58,urdluluurdruldrdlldrulurdrrullddluuurrrdluldrddrulllurrddr,46,1547.13,1018945,658602,7
mpjhldnigokacbef,disjoint-database,61,drdruldlulddruuruldlddrrrulldrrulullurddlurddrruuulldddlurrrd,51,2957.24,1994170,674335,6
pogceblimnfdkhja,disjoint-database,52,drulddrurrddlluurdrdllurrdllluurdrdlluuruldrrurddldr,44,160.348,98766,615948,5
bjdfhpekoicnlamg,disjoint-database,48,ddlururddluuldrrruuldlulddrdlurrurddlluurdruldrd,40,25.057,14391,574331,5
fbhjnepgocdkmila,disjoint-database,47,dldrruuuldldlurrddlurruullddluurdlurrddrdllurrd,41,15.933,9205,577732,4
oldcaghfmepkbnij,disjoint-database,46,dllurrdruulullddrdrurululddruuldddruuurdddlurd,42,7.105,4151,584236,3
cmibnpdhfkoljgea,disjoint-database,50,drdruulddluurdlluurdlurrdlurrddldlluurddluuurrddrd,40,45.405,28269,622597,6
nmodlphcfbeaijkg,disjoint-database,54,druurddluruldldluurddluurrdrdlldrruldlluuurrddldlurrdr,48,272.225,175870,646046,4
donamepgclfibhkj,disjoint-database,59,urddlurdlldrrulllurrulldrruldddluuurdddrrululddruurulldrrdd,51,176.882,114332,646374,5
bhgdenifajcokmpl,disjoint-database,45,luurdluurdlldruuldddrrurulldldrruruldllurrrdd,35,218.903,148424,678035,6
efhbnplcjomkaidg,disjoint-database,48,lddrurdluurulldddruuuldrurrdldrdluruldluurrddldr,38,552.559,375524,679609,6
jlfpgicdkeahnbom,disjoint-database,53,dddlluldrurrulldrdluluruldddruurdluldruurdrdlluurdddr,43,358.132,235645,657984,6
pkfgoehladnjbimc,disjoint-database,50,dddrruuulldrdldrruuulddrrululddrrdluurddluuruldrdd,40,53.04,31832,600151,6
faijklhepgonbcdm,disjoint-database,58,uurrdddruuldruuldlddrulldrrruuldldruruuldlulddrulurdldrrdr,46,507.991,335641,660722,7
ehlfipnmobckdajg,disjoint-database,56,ddluurdruulddrurdlulldrrdllurrdruuuldddlluuurrdrulldrdrd,48,159.99,105418,658904,5
iabemfognkclpdjh,disjoint-database,43,uuurrrdldrululdddrulurdrdluldluururdruldrdd,35,45.571,27356,600294,5
kphecdlnabjfomig,disjoint-database,51,dddruurulldlurdldrurrdlldrruldllururrullldrrddlurrd,43,215.232,140924,654754,5
pehakjiodbcflgmn,disjoint-database,54,drdluurddruldrdllurrrulurdllldruurdddlluuurdrddrulldrr,46,90.439,55513,613817,5
hbgalepomdjkinfc,disjoint-database,51,llurrdldldrrruullldrrdruullurrdldldluuurrdllurddrdr,43,79.007,48171,609705,5
cedpobjfmgkhnlai,disjoint-database,49,ddldruuulddluldrurddluluruldrdruuldrrddlllururdrd,35,304.736,197159,646983,8
cdmhofjkpnaibleg,disjoint-database,50,rruulddlurrddluldruuulddrrrdlllurrulldrrruulldrdrd,44,34.243,21646,632129,4
dalhpmbefkcnoigj,disjoint-database,47,rrrdllluruldrrrdluulldrddlurrurdldruuuldddlurrd,41,56.005,33981,606749,4
jhmeladibgkpcnfo,disjoint-database,55,uulldlddrruruuldldrrullldrulurddrruulldddluurdrdluldrrr,47,222.665,138869,623668,5
dcmhaibofekpnjlg,disjoint-database,43,ullulddrrrdluuuldrrddlluurrulldldrrdllurrdr,33,106.707,65338,612312,6
glmfihocbpdnkjae,disjoint-database,55,uuldddrrruluurddlldrrululdruuldldrdluuurddlurrurddlldrr,49,10.747,6101,567693,4
okejphlacgmbdfni,disjoint-database,65,urddrulldrdluruurrddldlurdrulullurrrddldlurulldruurrddllulurrdrdd,55,2218.23,1498133,675373,6
ocnhjlepgbdkafmi,disjoint-database,58,lullddrurdluurdlldrdruurddluuldldrurruulllddrrululddrurdrd,46,2543.01,1707940,671621,7
jhkdmbeonpgilafc,disjoint-database,51,uruldddluuurddrrululddrdllurrrdluruldlulurrddlurdrd,43,98.222,60076,611635,5
dobkamlejnhfpcig,disjoint-database,51,urdruurddluldluruulddrurdldluurruldrrulldrrddluurdd,45,24.507,12762,520749,4
epilbhgjakmdonfc,disjoint-database,53,drullddrdlurrurddlllurrrdllluruuldrrrulddruulddlurddr,41,935.597,631269,674723,7
glajmphckbodeifn,disjoint-database,44,urrddluldluurddldruulddrrruluurddlldruuldrdr,38,15.482,8817,569500,4
lhopbmckgjedaifn,disjoint-database,51,dlulldddrurulurrddlulldrdruuullddrdrruluurdlldldrrr,41,95,58084,611411,6
jinlakocghbmfpde,disjoint-database,58,uuurrdlddluuulddrurdrululddrdruluurddldluulddruruldlurdrdr,46,1351.16,902599,668020,7
engahjflkopdicmb,disjoint-database,52,lurrdlldrrullldruuldruurrdldluurdddlurrulldluurddrdr,38,1447.82,974202,672875,8
lohafejbkimdnpcg,disjoint-database,54,uluruldddruurdluurrddlulurrdlldrdruulddluldruulurrdddr,42,1125.57,748544,665038,7
cbfghiklnepdmjoa,disjoint-database,48,llurrdlluurrdrddluluurrddlurdllulurdruldlurdddrr,38,228.478,149640,654943,6
okebjnlmcgdipfah,disjoint-database,61,rrruulddruulluldrddrrululurrdlldluurddldrruullddrrululurrdrdd,51,914.247,611369,668713,6
jpmifokelcahbndg,disjoint-database,61,rdddruuulddlldruuurddrdlluuldrrruulddrdlllurrrulllurdldrurdrd,51,2896.88,1930559,666427,6
ghapmkbifejclndo,disjoint-database,53,ddldluuurddlluurrdlddlurdruuruldrdllurrdlluldrruldrdr,41,271.738,173488,638438,7
gaoilfpekbjmhdnc,disjoint-database,63,ulddrrdllururdlulldrrdllurdrrullulurrrddllulurrdlurrddlluldrdrr,55,905.069,600600,663596,5
gnhpldobfjcemiak,disjoint-database,53,dldldrurulurdllldrdlurrdruullulddruuldddrurulurrddldr,45,105.193,64015,608548,5
oapidejmflnbkgch,disjoint-database,60,drdldluurddluulurrrdlllddruuurrdldrdlulldrruluurrddlluldrrrd,46,6517.44,4413116,677124,8
cnpmhkeolijbfdag,disjoint-database,64,dddllurrdllururddluuldrrrullurrdlddrulluuldrruldrddluurddluldrrr,54,322.523,216175,670262,6
pcdnkgefhalbijom,disjoint-database,46,rddlurrrullldrrdrulddrulllurrdldrruululdlddrrr,42,3.315,1588,479035,3
iedcnjgmpoahklfb,disjoint-database,50,uurdrrddlluruulddrrdlluldrurrululddluurdrdlururddd,42,33.173,19950,601393,5
labpfdijcnkeogmh,disjoint-database,55,dlldluurrddluldrurdldruruuldlddlurrrdlllurrurdlulldrrrd,43,1070.02,700276,654453,7
lenhadocjfipgbkm,disjoint-database,53,ulluldrurdluldrdrrulddruuuldlddluurddrulldruluurdrddr,45,89.777,55230,615191,5
nimgobcaldphefkj,disjoint-database,54,ulddluuurdruldrrulddldluururdrddllluuurddrrdllluurdrrd,46,118.205,72853,616328,5
ielnhkdogpmajfcb,disjoint-database,51,rruuldlldrrdruuldruuldlddruldluuurddluurddrrullddrr,45,27.68,16324,589740,4
cbdhkfpejmglinoa,disjoint-database,41,rddluruuldllurrdddluulurdruldlurdrdlldrrr,31,69.804,43424,622085,6
gldbapnhcfikoejm,disjoint-database,48,ulddrulddrruldrruuullddldrruurddluluruldlddrrurd,42,5.648,3231,572061,4
fmhgbnjpclidkeao,disjoint-database,50,ldluulddrulurdrrdldllurrdllurruurdlullddruulddrrdr,44,25.555,15414,603170,4
acnoplmgfbdheikj,disjoint-database,43,ddrrrululdrdluruurdddluuurdddluuuldlddrrurd,39,2.607,956,366705,3
medpjkifcnhlboga,disjoint-database,51,ldddrulurdldluuurddlluurddldruluurdruldddluuurdrrdd,41,201.286,121813,605174,6
ocedkjbhgmafilnp,disjoint-database,46,lluurdluurdllurrdldluurddldrurrdllurrdluulddrr,38,186.909,123560,661070,5
danlpbhmegkifocj,disjoint-database,53,rurdrullldrrullddrrdluurdrdlluulddruuldrrruuldlldrrdr,41,1388.34,938502,675988,7
ikefpboglandhjmc,disjoint-database,51,rdldrrulldrruuuldlurdrruldrddlullurrruldrdluruldrdd,43,151.785,93299,614679,5
pfdiegknocahjblm,disjoint-database,52,drrddruuuldlddrurdluurdllurdllururddlldrrulluurrddrd,42,266.855,166240,622960,6
ojgenmdpihlafbkc,disjoint-database,56,ddluluulddruurrdllurrddlurddluldluuurrdlddluuurddldrurrd,48,377.915,254848,674353,5
obiedlgnchafpjmk,disjoint-database,57,ruruullddrdruluuldddruurulldrrrulldrrdldluurrddllulurrdrd,51,57.348,35634,621364,4
fakjhopblcdeginm,disjoint-database,53,urdldrulllurrrdlldrdruullurdldldrrullurdldrrrululdrdr,43,194.468,129204,664397,6
oilkmfbnhdjpagec,disjoint-database,61,ululddldrruuldluurrdruldlddluuruldrddrurdluruldllururddldrurd,49,5227.34,3491028,667841,7
fbnjaidglcophmek,disjoint-database,47,ulurddluulldddrrullurrdldrrululdlurrdluurdrdldr,41,48.58,29407,605331,4
bimpnhelkgocjfad,disjoint-database,55,dddlurdlluuurddllururdrulddrulddluurddluldruluruldrrddr,43,200.979,126473,629285,7
hockfdngpajlmebi,disjoint-database,46,urddrruluulldrrullddrdruurulldddruruulldldrrrd,44,0.973,235,241521,2
lhfkipmjcagbedno,disjoint-database,56,ddluurrrdllldruuuldddruurdluurdruldrdlullddrruulurdrdldr,46,2027.62,1356829,669172,6
lofjadcbnmpgheik,disjoint-database,50,ulddluruulddruurdrulddldruluurddldruruldrdlllurrrd,44,78.12,48884,625755,4
bjhelkpignfcdoam,disjoint-database,61,ddluldruurrddllurruulldldrrulldrruuldrrdldllururulldrrruldddr,51,1593.67,1032770,648044,6
ebkcngioflhampjd,disjoint-database,42,rurdlluurdluldrurrdldluruuldlurrrdddluurdd,36,15.38,8315,540637,4
dcafgmepohlkjinb,disjoint-database,54,dlllurrdllururddldrruldlluuurdldrrulddruruuldrulldrdrd,44,734.301,506284,689477,6
hmbnpojalgfdekci,disjoint-database,59,druurdrdllururddldruululdrddluulurrdllddrurrullldrrrulldrdr,51,203.846,123924,607930,5
jdpbieafhcoknmgl,disjoint-database,44,lddluurdrrulldddruuruldlldrdluuurrrdldlurdrd,38,28.594,17642,616983,4
hbafocngmedkijpl,disjoint-database,47,llurdrrulululdrurdrddluullurrrdluldldrurdldrurd,41,36.703,21694,591069,4
dogaplfjcebnikmh,disjoint-database,51,drurdldrurdlulurrdluurdlulldrrulldrdrurullldddrrurd,43,28.442,17145,602806,5
kidbgehmcapnlfoj,disjoint-database,54,rulllurddrrdluruulldlddrrulldrrululurdrrdlllurruldddrr,46,251.615,170546,677805,5
mgolpicbfnekhjda,disjoint-database,57,urrdddruldllurrdlluurddluurrrullldrrulddrurdldruluurddldr,49,131.905,82023,621834,5
glmahikbenfdpojc,disjoint-database,55,urururdddluulurrdlldrrulddluldruulurrdlldrrrdlurulldrdr,41,1222.46,810960,663386,8
kmfigldejbpcohan,disjoint-database,60,ulurrddluurddllurddllurrdruldllurulurrdlldruuldrurrdddluldrr,54,594.488,395789,665764,4
olefgdjckhpamnbi,disjoint-database,58,luurdluldrurrdddluurddlulurrdlllurrrddluluulddruurdlurrddd,46,1728.98,1160610,671268,7
hbngkpicdjaofelm,disjoint-database,52,rddrulluruldlurdlddrurulurrdlllddrruullddrrruulurddd,48,84.819,54584,643535,3
cihmkbedofanjpgl,disjoint-database,50,uluruldrrurdluldrddluurddllurrrdllluuruldrddruldrr,40,97.647,60912,623798,6
pnhgbfeimkacjold,disjoint-database,46,drdrurddlllurrulldrruullddrruurddluurdddluldrr,38,6.542,2691,411342,5
bafgmclpkhejoind,disjoint-database,48,ddluulurdrdllldrrrulllururrddlldlurdruuullddrrrd,40,43.646,26518,607570,5
cfpbmdihnglakjeo,disjoint-database,46,dlurrddldlluuurrddlulurdrrulldrddlluuruldrdrdr,38,11.619,6598,567863,5
gcnedjklamfhibpo,disjoint-database,47,uuurddllulurdldrdruuuldrrullldrddrurululddldrrr,37,23.994,14067,586272,6
flbpioaeckhmjgnd,disjoint-database,53,lddrdluurdllurdllururrddllurdldluuurrdlddrrulullddrrr,43,186.614,121361,650332,6
hjepfadiolnkcgbm,disjoint-database,59,ddllldrrrullluruldrddrruululddldrruuurdluldrdllurrdllurrdrd,47,659.973,433797,657295,7
gnliopbkcdefjmha,disjoint-database,60,rurdldllururddlldruuuldrurdddruuuldddruulddluurdlluruldrrdrd,50,9152.77,6207237,678181,6
bagfhdoenclkijpm,disjoint-database,47,ruuldrulllurddldrrruululdlddruruurdlulddlurrddr,41,23.772,14523,610929,4
cnoalgmdbhpkfjei,disjoint-database,52,uurdlllurrdlddrruulllurdlddrrululddrrruululdlddrurdr,48,10.195,4849,475625,3
jfabdghlkpicoemn,disjoint-database,47,rrulllurrdllddruldrrruulurdldlulurrdllddrruurdd,43,60.497,39262,648991,3
bdpmljaofgkhneci,disjoint-database,54,ldrddrulluldrurrdlldruuruldrddluulldrrululddrdlururrdd,44,714.642,475354,665164,6
enipmbhdogfacklj,disjoint-database,49,dluldrdrdllluurrdldluurruldrdruldlurddluulurrdrdd,45,25.084,14841,591652,3
igmdeocblkpfanjh,disjoint-database,50,luurddlldrruurddluluuldrrrdllluruldrddluuruldrrddr,42,446.756,296159,662910,5
ogcdjbiephlkmafn,disjoint-database,46,uurdrrdlldluuurddluruldrrddruuldlldrrullurrdrd,38,69.927,43838,626911,5
jepabfcihkodglmn,disjoint-database,52,dldluurdrrdlldrrullururddlllururdldldruluurddrulddrr,40,324.984,206060,634062,7
hnijcpfbdmgleako,disjoint-database,48,uldddruulddruruuldldrurrulllddrurrulldldrruldrdr,42,5.392,2937,544696,4
dmaogkcnplehbijf,disjoint-database,58,uurdlurrdlddluuurrdlddluurdrruulldddrruulddruuldllurrdldrr,48,461.12,307555,666974,6
gfimolpckanhbjde,disjoint-database,61,urdddluluruldrdlulddruulddrruluuldrrrddluurdlllurrulldrrurddd,51,1742.92,1176446,674984,6
neiogjmhldfpbcak,disjoint-database,59,luldrdluluurdlddruurddluuruldrdruuldrddlluuldrrullurdddrurd,49,175.516,110839,631504,6
bkdnfmocegaphlji,disjoint-database,55,uulddluldrurdrulddlluurrulddrdruldlurdruluullddrdruurdd,45,398.657,255307,640418,6
jmaoiekfnpbhlcgd,disjoint-database,55,uuldrurddlurdrdllluuurdrrdldlluurrrulddruulddrdluruldrd,45,199.003,133416,670422,6
nadoelhjikpcfgmb,disjoint-database,50,ldruruullldddrrruulddluuurddldrrullurddluluurddrdr,40,280.185,162795,581027,6
maflckpedgibjnoh,disjoint-database,49,dlulurdrrddllulurrrdlldluurruldrrulddrulurdldldrr,39,80.319,48194,600032,6
bjiefmoanghpdclk,disjoint-database,55,dllluurrddluuurdruldddluluurrddlulurrdrulldrddlluurrdrd,47,257.291,161433,627434,5
lgadofpknbcijhem,disjoint-database,55,ddlluururdldluurddrrdlurullldrrulldrdruldlurrrdluurdldr,47,417.438,265622,636315,5
gdnoapkjhebmlfci,disjoint-database,54,rddruuullldrdldrrruuulddlldrrrulllururdrdluldldrruldrr,46,70.129,45297,645910,5
ponhgflmkacbeidj,disjoint-database,56,ddruldrrurdluldrdruluurddluurdlluldddruuurdllddrurdlurrd,50,74.064,45741,617587,4
jifbgdchepklaomn,disjoint-database,39,drruuldlldrruululddruulddruurrdllurrddd,39,0.145,59,406897,1
mlpdgcjnheokfabi,disjoint-database,52,ldddrruululddluurdddruuldluurdddlurdrurulldrrdllurrd,48,14.21,8297,583885,3
dnfkbalhmicgpoej,disjoint-database,45,urrurdldruululldrdruulddrurullldrdrdlurruldrd,35,111.07,72756,655046,6
gjdobnhamplceikf,disjoint-database,43,ldrururulddruldluurdllurdlddrrruldluruldrdr,39,11.626,6909,594271,3
mhjnabcgeldkifop,disjoint-database,48,uullurddluuldrurdruldrdlldrrullurddluulddruurrdd,38,128.109,82796,646293,6
kdngflmciojabehp,disjoint-database,52,lulldrrurdlluruullddrrululdddruuuldddrruuruldrdlldrr,46,58.85,37149,631249,4
bhgjedinlpofkacm,disjoint-database,51,ldrrrulldrrulurullddldrururulldldrrdlururullldrdrdr,43,16.076,8971,558037,5
inockjahfpeblgmd,disjoint-database,55,uruldldrrulddruuuldrrddluurdllulddruluurrddlluurrrddldr,41,931.611,624530,670376,8
bnclipojemghfkad,disjoint-database,50,rddluuurddlldrrulurdrdllulurrrdluurdlulldrdrurdldr,40,285.641,186508,652945,6
libnpkogmhcaefjd,disjoint-database,57,urrrddlurdlldluurruldddrurdluuldluurrrdddlullurrurddlldrr,47,765.471,501153,654699,6
jaeomghpncbkilfd,disjoint-database,50,ldlluurrdlurrddldlulurrrddlluruurddluurdlldldrrurd,44,213.383,143953,674623,4
ljchenpdagfbmoik,disjoint-database,49,ddlurullurdldruuldrrrdlldruluurdrddlluurrulldrdrd,39,448.423,275381,614110,6
ecmdijlfpabhkgon,disjoint-database,40,urdruuldddluuurdrrdllurddlurdrullldrrurd,32,3.413,965,282742,5
lcomajndkigpbfhe,disjoint-database,57,luurdddluuuldlurdlddrrurdlluurdlulddruulurdrrdlllurdldrrr,47,976.911,645984,661252,6
olhdagjfnbkmecip,disjoint-database,52,uluulldrddrruululddldrruuurdldrulllddrurdruuuldldrdr,42,148.612,94851,638246,6
agmnhblfojceidpk,disjoint-database,55,llururdrulldruurddluuldldrrulldrdlurrdrulurdldluururddd,47,381.093,255725,671030,5
nhaobdkjfcpelgim,disjoint-database,54,uuldrrdlurullldrddrruuulldrulldrdldrruuldldrruldrruldr,48,81.736,50527,618173,4
gkmabdepojfhilcn,disjoint-database,54,uldlurdrullldrrddlulurrdluurdrdlululdrdrdluldrrrulldrr,44,199.776,126997,635697,6
lgobmdjhnipfakec,disjoint-database,56,dluldruruurdllldruuldrurddrdllurullddrrurulddruuuldldrdr,44,1139.68,745510,654138,7
mnhpbjkdfociegal,disjoint-database,49,dlddluurullddrrrulldrdlulururddluuldddruulddrurrd,39,61.331,36922,602012,6
jincfkoahdplmgbe,disjoint-database,50,urdllulurdruldrddruulddluluurrddlurddlulururrdlddr,46,21.167,12153,574148,3
kfpojcmbniheldga,disjoint-database,60,rdddluuldrruldrdlllurrdllururuldlurdldruurrddlurddluluurrddd,54,104.078,67793,651367,4
plmfdoikabhcjnge,disjoint-database,58,dddruuurrdddlurdlluuuldrrddlulurrddlluurruldrruldrddluurdd,46,801.691,536505,669217,7
gocfkelpjdminhab,disjoint-database,58,lulddrdllurrrdlllurrrulurdllldrrrulluldrddrurdluuuldrurddd,48,491.614,322692,656393,6
omjfigkplehbdcan,disjoint-database,62,dldlurdrulullurdddluuurdddruldluuurrrddldlluururrdddlluuurrddd,52,426.531,272619,639154,6
bhgopedfmnaijklc,disjoint-database,47,rurddrdlluurrddllluurdruruldlulddrrrullddrruldr,43,7.293,4206,576717,3
amcbdlonifhpjkeg,disjoint-database,47,ullldrdrruulurdllurdruldddruuldluldrdluruldrdrr,43,9.639,5612,582218,3
defnjlahkimgcbpo,disjoint-database,49,llurdrulurdldluuruldrrurddluulddrurulldddrulldrrr,43,11.66,5239,449314,4
eijandfkohlmgbcp,disjoint-database,50,ululddrruullurrdldllururddldrulldruluurrddluurddrd,46,7.461,4085,547514,3
hbgomladnkicefjp,disjoint-database,54,lulururddlllurrulldrddruurddlulldruuurdllddrurrulldrrd,40,577.359,388251,672460,8
obnphfgaielmkjcd,disjoint-database,61,dddluurddluuurdllurdllurrdldrrullldrurddlluururddldrurdluldrr,49,758.238,499759,659106,7
coefailjgkbmpdhn,disjoint-database,57,urrrdluuulldrddruuulddrrdluulurdrullddldrrullurrrdllurdrd,45,501.664,341168,680073,7
hgnjfiebcmokldap,disjoint-database,56,uldllurrdllurururddlurddluuullddrdruuulldrdruurdllurddrd,50,10.04,5643,562052,4
hmlpcfgoibdnkjae,disjoint-database,55,dlddruuuldlulddruldrrdllurrruulllddrurullddrdrruuldldrr,49,18.417,10759,584189,4
mkgehlndibafcpjo,disjoint-database,52,uldrurulurrdlllurrdldluruldrddlurdrurululddruuldddrr,46,13.609,7312,537291,4
bmdkaepnfgchlijo,disjoint-database,41,dluulddrulddruldrrruuulddrdlulurrdlulddrr,33,19.972,11807,591178,5
cadjimbngpkoeflh,disjoint-database,47,urddluluruldrdldrruruulllddrrrdluurdlldruuldrrd,37,286.681,182968,638229,6
kecobmhpnlidafgj,disjoint-database,50,ulddlurrdldluldrrrulluulddrdruuulldrddruuurddlurdd,42,115.397,75101,650805,5
opgbfkjemialhndc,disjoint-database,51,ldrurdldrrdluurddllluurddrullurrulldrrurddlluurrddd,41,171.855,108433,630956,6
bfkjnmhdiecaolgp,disjoint-database,46,llluurdrrdllluurdruurddluuldddluurrullddrurrdd,38,37.748,22494,595899,5
lfonhbjpgcdaimke,disjoint-database,54,ulddlulurrddruuldlldrrrdlurullldrrululddruuldddrrruldr,48,10.658,5906,554138,4
gpbnmchakefildjo,disjoint-database,55,dddluurdrulurdrulddrulluldrurdllurddrrdlllurrdruldlurdr,47,49.084,32000,651944,5
hglbipdafmejnkoc,disjoint-database,46,ldrrurddlllururrdluuldlurdldrruurddlulurrdlddr,40,9.082,4906,540189,4
hncfgbaijpoeklmd,disjoint-database,51,druldluuruldrrrddllulurrrullldrrrdllldrulurrurdlddr,45,19.974,11574,579453,4
mejlbpchakiodgnf,disjoint-database,54,ulddruuldrddluurdrdllurrdruulurdlddlurrulurdldrulldrdr,42,602.53,392266,651031,7
ikgcnjbeodfmahlp,disjoint-database,54,uldrulldrrullldruuldruurdrdldluuruldlurdrdlluurdrurddd,44,653.233,441084,675232,6
mbokjidplnachfge,disjoint-database,56,ulddruuldddruldlluruurdddlluuurddlurrddlluurrdrulddruldr,46,294.595,189454,643100,6
nbhkdgjpimeaolfc,disjoint-database,50,lllurdldrrrulddllururdrdllulurdrruullldrrdruulddrd,46,33.485,20197,603166,3
agekofpmbcjlhdin,disjoint-database,55,ldluurdruldrrullldrdruuldddrulldrrrullldrrulurrdluurddd,47,279.764,181132,647446,5
jbmciogkhdflnape,disjoint-database,51,rulluruldrdllurddrurulldlurddluruulddruurrdldlurdrd,41,310.26,205505,662364,6
eckmfldbjogahinp,disjoint-database,56,uuulddlldrrurdluruuldldlurdrrulldrdlurrululddluurddldrrr,44,254.174,163680,643968,7
nodbjiamgcflekhp,disjoint-database,54,uuuldrdlluurdddluulurrdrdlullddrurdluulddruurrdllurdrd,44,235.999,142904,605528,6
alngmhdpijkeobfc,disjoint-database,54,ddlluuurdrdldrullurrdluruldddlulururdddllururrddllurrd,44,1733.11,1175089,678024,6
elojfahgbkpcimnd,disjoint-database,42,uuldlddrruurddlululurdrurdddluuurddluldrdr,36,13.4,7605,567537,4
