puzzle,method,solution-length,solution,initial-h,run-time(ms),nodes-expanded,nodes-per-second,iterations
jdgkainbmhlocepf,manhattan,45,rulldlururullddrurruldddlurdruuldluurddlurdrd,37,354.067,1165764,3.2925e+06,5
ahokgjepfcdlmibn,manhattan,42,uldddruululddruurdlulddruuldldrdruulldrrrd,30,33.171,139997,4.22046e+06,7
nhmjokgfpdicaelb,manhattan,60,uurrrdddluulurrdlldldrruullddrurrulddluuuldddruuurdlurrdldrd,46,15022.6,50246526,3.34473e+06,8
ehobfmcjnagldkip,manhattan,52,uululldrddluuurddruurdllddrulurdrullddlurrullurrrddd,34,10840.2,35573028,3.28158e+06,10
mngphjcfaikeobld,manhattan,53,dllldruuldrurrdddlullurddluurrrdllurddlluururdlurrddd,31,23498.1,80767541,3.4372e+06,12
cieldnfgbhokpajm,manhattan,49,rrrullulddrrruululdrulldddruurrullldrdlurrdrulddr,35,4448.57,15343208,3.44902e+06,8
egobdpajhlckifnm,manhattan,48,rulddrdruullddrurulllddrrruulllurrrdllurrdlldrdr,34,3364.67,12050012,3.58133e+06,8
igohmlpjecnfadbk,manhattan,53,lddluurddruuuldddlurdruurddluuuldlurddlurdrurulldrdrd,39,26608.8,92784423,3.48698e+06,8
iplhbdaonemfjkgc,manhattan,39,druldlurddrrulddruldluldrulurrdruuldddr,37,3.009,7768,2.58159e+06,2
gcefbhopdmkainjl,manhattan,48,dluuldrrullldrrddlulurdruruldlurdruldluldddrrurd,32,4422.22,15730552,3.55716e+06,9
eankfbodhpjilmgc,manhattan,51,ldruluurdrdrdlluururdddlluruullddrrurddlluulurrdrdd,33,20628.3,73417168,3.55906e+06,10
cidbgjaekhopmlfn,manhattan,45,ldrulllurrruldrdlldrulluruldrruldrrdlllurrddr,31,612.956,2200478,3.58994e+06,8
npkhoelbidacgjfm,manhattan,53,ddruruldlddluuurddluurrdrdluruldddruuldldrulldruurdrd,39,5158.73,18428261,3.57224e+06,8
aldjfpibkconemgh,manhattan,38,dldrrurdluldruuruldlurdldrurdlulldrrdr,32,4.162,10053,2.41543e+06,4
mbafigehodpklcjn,manhattan,50,ldluuurdrddruulurddlllurrddlluururdlulddrrrdllurrd,32,46458.6,162893295,3.5062e+06,10
fngicojbdlpamkeh,manhattan,54,dlulurdrulldruurdruldrddlluurrddlluuruldlurdruldldrrrd,42,10907,38446376,3.52493e+06,7
konhgplcefmaibjd,manhattan,54,ulddrurrddlulururddlldrruluurdllurdldluurdlddrruulddrr,38,17767.5,62985551,3.54498e+06,9
opgmbakjcnlhifed,manhattan,57,rrdddluuulldrrrdlluurrdddlluldrrurulldruuldddruuulldrdrrd,37,1.24087e+06,4129454700,3.32786e+06,11
pamdelhigfncbkoj,manhattan,50,ddrurulddruldrruldrdlluuurdllddrurrullldrulurddrdr,32,7743.9,26607631,3.43595e+06,10
inboeadpjmkclfhg,manhattan,46,ddllluurulddruurdddluurruldrddlllurrulddruurdd,32,571.445,1891869,3.31068e+06,8
ojanpdikcemfghbl,manhattan,55,drruuldrurdluldlurdldrrdllururddluurrulldrdrulddluurdrd,47,1882.38,6401754,3.40089e+06,5
ikcboedgjpfnlhma,manhattan,53,rdlurrululdldrdlurururdddllurrdlluruldluurddluurrdrdd,37,46502.2,157673274,3.39067e+06,9
glfenbpdohjkcmia,manhattan,57,dlldruuldrurddluruullddrururdldrdluruldlurulldrrulldrdrdr,41,195374,658552049,3.37072e+06,9
ojahdkbipfmlgcne,manhattan,56,uurrdldluurddrdluldrurdrulurdldluurdllurrdllururdrulddrd,40,12733,42392074,3.32932e+06,9
bilngadockefpmhj,manhattan,43,ruluruldrdrruuldldlurdrdruuulddrullddruldrr,39,1.021,1237,1.21156e+06,3
ahkifbeojpnldgmc,manhattan,53,dlurdruruullddldrruuldrrdluruulddruuldlldrrulldrurdrd,35,27313.7,91818728,3.36164e+06,10
ofphgbjkealcinmd,manhattan,44,lldrddruuulldrrulldddrururddluuurddluurdldrd,28,2521.18,8753964,3.47217e+06,9
acphefndboimlgjk,manhattan,46,rdlullddrrrulldrdllurrdluulurdrdrdlllurrdlurrd,28,13396,45557355,3.40081e+06,10
ecknilgajodhbmpf,manhattan,51,ulurrdldrullurruldrdluurdluldddlurdruulddluuurdddrr,33,16007.5,54062557,3.37732e+06,10
npefdcaligokmbhj,manhattan,47,rdllurrdldrrulddluulurrrdlddruuldluruldrddlurrd,33,7737.44,26601784,3.43806e+06,8
ekcmfjniadohplbg,manhattan,61,ururruldrdldluurdrdlluldrruluulddruurddruldluuldrddluururrddd,37,2.93158e+06,9827622382,3.35232e+06,13
deigpohmlbfnckja,manhattan,63,ddrrruulurdllldrdrurullulddrdlurrrulullddrrdllurrdruuullldrddrr,45,608698,2036949522,3.3464e+06,10
pmcognljekfaibhd,manhattan,56,ddruulddrdluurdrurullddlurrrddluurddluldlururuldlurrrddd,36,51530.8,173776606,3.37229e+06,11
dbgklaemfpijocnh,manhattan,53,dluurrrullldrrulldrdldruluurdrrullddrdllurrrdllururdd,35,35539.9,119276980,3.35614e+06,10
focmnibjehdlpgak,manhattan,57,uururdddruulldrulurrdllddruuuldrdlulurrddrdlluldruuldrrdr,39,58956.1,197799344,3.35503e+06,10
mpnkhdcljegboifa,manhattan,59,dddrurdllurrululddrurulldlurrdldluruldrddlurrdruulddluurdrd,39,291732,979777755,3.35849e+06,11
mlihbjpokdfnagce,manhattan,53,dluurdddluuuldrurdddruuulddlldrrrulluldrdluruulddrdrr,43,1178.78,4122965,3.49766e+06,6
ajbecfkhidogmlnp,manhattan,44,ululddruulurddldrruuuldrdldluulurdrulldrrddr,22,5687.9,19177642,3.37165e+06,12
cfehabmgilnpkdjo,manhattan,45,dluldrrululddlurrulurdddluuuldrrrullddldrurdr,29,1867.77,6317483,3.38238e+06,9
dobpijgfhnaelcmk,manhattan,57,dlulldrrdldruruullddluurdrdlldrulurrrullldrrdruldldrruldr,37,33708.5,113498783,3.36707e+06,11
inaebmoldpcjkghf,manhattan,53,uldrdlurrulurrddllulurdruldrddruuuldddlulurdrrulldrdr,41,2545.64,8733586,3.43081e+06,7
anpofgihbdmjckle,manhattan,56,lddrdllurdrrululddruldlurdrruulurddluuldddruuuldldrdrurd,38,92030.8,309553430,3.36359e+06,10
akgheocfjmlpdinb,manhattan,47,uuldrdlullddrrruldlulurdrulurdldldrruurulldrrdd,29,3073.25,10581330,3.44304e+06,10
ljmngeckfopdaihb,manhattan,58,lururddldruluuldlurdlddrruulldrdruuurddluulldrdruuldlddrrr,42,77305.8,260742961,3.37287e+06,9
cihnpomebfdljgak,manhattan,53,drurddluuulddrrruulddrulddlluurdlurrdrdluruullldrddrr,41,5633.88,19080129,3.38668e+06,7
dekljfhgbicpnmoa,manhattan,51,uulddldrruuulldldrrdruulddllururulldrrulldrrrulddrd,27,46346.7,155598942,3.35728e+06,13
khjeianmflcgdopb,manhattan,63,uurddllluururrdddlulurrdlluurdlulddrdluurddrrululurdldruruldrdd,45,559005,1989059929,3.55821e+06,10
cpilkdfnegohbmja,manhattan,49,ddldrruuuldldrurdruulddrdluruldlurulldrrullddrdrr,37,467.864,1789783,3.82543e+06,7
pafecghijodbklmn,manhattan,50,rrdrdllururddllulurrrdllulddrdluururddldrrullldrrr,36,8276.03,30065956,3.6329e+06,8
hmjipfelcknadbog,manhattan,61,ddruuuldddruuldrdlurrrdlluruulddrruullldrrrulllddrurdluldrrdr,43,42583.3,150701302,3.53898e+06,10
eljacgfomdbkpnih,manhattan,47,rrruuldluurrdllurrdlddruuldldlurulurrrdllurdddr,33,1344.2,4851461,3.60918e+06,8
adgihkcmojefpbnl,manhattan,53,uurrrulldrdllurrdldluurrrdluldrdllurrurulldrrddllurdr,33,33590.7,120822327,3.5969e+06,11
ldkgfphcoibmaejn,manhattan,54,lurdlddrurullddrrurdluululdrddrurdluuuldlddrruuruldrdd,36,140206,503195207,3.58897e+06,10
pklgajhdbncfiemo,manhattan,40,drrurdldldruruuldlurrdlldlurdruulddldrrr,28,195.409,782041,4.00207e+06,7
hepnladgomcfbijk,manhattan,52,dddluluurddldrurdlurruuldlldrrullurddrruldrdluldrurd,40,2498.14,9161177,3.6672e+06,7
mkhobidcplajgfen,manhattan,52,drrruuulddruulddluurdllurdlddruulddrrruldlurullddrrr,40,1593.84,5610247,3.51996e+06,7
ebcfgdlaknhjimpo,manhattan,43,uuurdllurrdllurddlldrurdluulurrrdldrulldrdr,25,1490.52,5337911,3.58124e+06,10
glfopbmjhdeknaic,manhattan,55,rddrruuulllddrrulldrrrulurdlldrdruuldluurdlulddrdlurrdr,45,3851.17,13433177,3.48808e+06,6
gpbdcaihmonjkefl,manhattan,35,ldrrulldrrdldruuuldddluurdrrdllurdr,29,19.977,90346,4.5225e+06,4
phgnolkjdiacebfm,manhattan,62,dddrurruuldldrdruululdlurdlddrrruulldldrrruuullddrurulldddrurd,44,156866,558708324,3.5617e+06,10
ejfnpkgbhmcdaloi,manhattan,57,urdrddluuurdruldrdldrululdldrruldrrulullurdldruuldrurrddd,35,330288,1177121549,3.56392e+06,12
nladompgjcihfbke,manhattan,53,uldddluuurdruldddluuurddrurddlurdllluurdrdlluruldrrrd,37,8005.3,28569194,3.56878e+06,9
hljdkgecbifmnoap,manhattan,60,uluuldldrururdlddlurrdllluruulddrurulldrdrrulurdlldrdluldrrr,36,4.38973e+06,16529036021,3.76539e+06,13
glikpmjhoafcnbed,manhattan,53,druurdlldrdruululdrddruurddluuurddluuldddluurdruurddd,41,3022.42,12615223,4.17389e+06,7
fdmpngahbjciolke,manhattan,49,dddlluuruldrdruulddllurrdrdllluurdrdlluuurdldrrrd,35,66.489,303770,4.56873e+06,8
dagkpechlimonbjf,manhattan,47,rulddrruuldldrurdldrruuuldrdlulddruldluuurddrdr,29,4141.22,17208998,4.15554e+06,10
lcjpekdgfbnhoaim,manhattan,51,ldlddluurddrruuulldlurdlddrrulldrruurddluuldrurdldr,33,31069.5,130559270,4.20217e+06,10
hgjefibpdcnlaokm,manhattan,54,lullddrrdrulldrululddrruulurrdllurrdllldrrululdrurddrd,36,59869.7,250210923,4.17926e+06,10
bapldfginchekomj,manhattan,50,dddlluurdluurddrruuldlldrrrdlllurrruuldrulldldrrdr,32,3687.44,15496482,4.2025e+06,10
glamncjobpfhkdei,manhattan,59,druulddruulurddruuldlldrulurdldrdrruuldrulldrdllurrdllurrdr,47,17206.8,74155087,4.30964e+06,7
jlgnfeopbkmdaihc,manhattan,50,ddluuurdlulldddrruuurdddluuruldrdlluulddruuldddrrr,38,793.292,3492662,4.40274e+06,7
jmfbnpeigkdochal,manhattan,54,ddrrulldluurddluuruldrrrdlllurrddluuurrddldlluruurdddr,44,2238.11,9184833,4.10384e+06,6
odlkgiempancfjbh,manhattan,56,rurrdldluurullddruuldddruruurdlldldrrurdluuuldddruuurddd,42,104149,433945910,4.1666e+06,8
hnkagficljebdopm,manhattan,63,uuurdllddrulldrrrullldrruluurddrdluruldlulurrdllddrurulurrdldrd,39,514043,2142889372,4.1687e+06,13
ahbndclipmogfkej,manhattan,50,drruullddruruuldrrulldrdruuldddrullldrrrulluldrdrr,38,2373.86,10121277,4.26363e+06,7
phbolmgicenafkdj,manhattan,60,ddruulddrrrulddluurdrdllluururdruldldrrullulddrdrruululddrdr,44,59910.3,251328543,4.19508e+06,9
caiflmjhpobengdk,manhattan,50,ururdddluluruldrrdldrurulurdddlluruulddrdlluurrdrd,38,1442.37,5984309,4.14895e+06,7
nkighjeabmfldcpo,manhattan,57,luuurdllurrdruldldluurrdldldruluurddruldrdruuulddruulddrd,41,48994.2,203815742,4.16e+06,9
dnpjmfkigehoclba,manhattan,60,dddlulurdldrurrdluruuldlulddrulddrurruullddrruulldlurdldrrrd,44,7969.01,34097122,4.27872e+06,9
ockgpmilebjfahnd,manhattan,55,ddruuldrurulldrurdlddluurdrrdllururdldruluurddluuldddrr,35,106670,447217437,4.19252e+06,11
mfakicejblndoghp,manhattan,52,luullurrddldrulurrdlllurddluuurrrdddlluruuldldrrurdd,34,34838.8,153625649,4.40961e+06,10
ifocelphbjnmkdag,manhattan,53,ddlurrdluuldldrruuulddldrruullurrdrddluurdlllururrddd,35,37677,164831454,4.37486e+06,10
bmkglcaionfjpedh,manhattan,53,ururrdlldluuruldrdlurrrdldluurrdldllurururdddluuurddd,39,6910.67,31055079,4.49379e+06,8
cfmoknabgiehlpjd,manhattan,58,luurrurdddllluurdruulldrdrurddlurdlllurrdlluururrdllurdddr,40,486516,2116426082,4.35016e+06,10
pigaknlomdfhbjec,manhattan,58,dddrruulddruurddluuldrrulurdldlluurdlurrdlddluuurdddruurdd,38,133145,583089229,4.37936e+06,11
apmghdjbcolefink,manhattan,49,dlddrruullddruruuldrrdlluldrurrulldrrddllluurdrrd,37,2905.17,12972281,4.46524e+06,7
dalnejkbihfgompc,manhattan,53,lluuurdrurddlldruuurdddluullddrurulurdrddlluurruldrdd,31,217641,954905293,4.38753e+06,12
lpbechjnomfdgkai,manhattan,61,rdddlluruuldrurdldrurddlurdlllurrulurrdlullddrrdluurulldrrdrd,45,401792,1761093575,4.3831e+06,9
jmbadoceinlgphkf,manhattan,53,urulurrrdllurdruldrdldlurdruldlluuurdrdllurddlururrdd,35,18247.9,80006849,4.38444e+06,10
bejgkohdimlancpf,manhattan,47,uruldrdlluulddruluurrdddluuurddruulddlulurdrrdd,33,2341.27,10372827,4.43043e+06,8
elimdhnapbogfcjk,manhattan,60,uurdrulldrrruldrdlllurdrulurdldrdluldruluurddrdruuldruuldddr,44,80067.6,352987001,4.40861e+06,9
ndihelfmkcapgojb,manhattan,57,ulldrdlurrdluldrurululddldrurruullddluurdrdluldrurddlurdr,41,51339.3,227409839,4.42955e+06,9
ipkaodgjblfchnme,manhattan,59,rdrdllururddlldrrulllururdldldrurdluluurdrdlurrdlllurrurddd,39,365514,1594329410,4.36188e+06,11
ochkjpbfgalimedn,manhattan,52,ruldlurdldrurrdldruuulddldrurullurrdllldrrululddrrrd,36,42479.1,188288405,4.4325e+06,9
ajkefblpgocnhimd,manhattan,52,ullddldrrrulurdldrullururddlllurdldrruuurdlldrruldrd,34,24154.5,105553745,4.36995e+06,10
nbjhlokmigcdapef,manhattan,58,uurdldrululurrdrddluullddrururdldluulddruuurdrulllddrurddr,38,116507,505776307,4.34117e+06,11
pbgfdknajecimolh,manhattan,42,ddrrululdrdrrdllururulldrrulldlurdldrurrdd,30,79.78,312873,3.9217e+06,7
opmndbfjiclhgkae,manhattan,61,dlurdruldddruurddluulddlurdruruuldldrurdlulldruuldddrurdlurrd,45,48834.7,215042974,4.40349e+06,9
ipemgokbcjfnlhad,manhattan,63,lddrrdlluruurrdldrdlluuurdrddlluulurrrdddluullurrdldlurddlurdrr,45,320143,1393469910,4.35265e+06,10
dmlgjihcbpkoanef,manhattan,49,ulddrruululddruldrdrruldlluurdruulldrdruruldrdldr,35,2120.33,9470578,4.46656e+06,8
khjacofielndmbgp,manhattan,50,luurdlldruulldrrululddruurrdddluluurdrdllulurdrrdd,36,1790.83,8145593,4.54851e+06,8
plnhigojadkcmbfe,manhattan,56,ddruldrdruruldrdlurululdlurddruulddlurddruuruldlddrruldr,36,27784.1,120764004,4.34652e+06,11
baijedmhnkocplgf,manhattan,45,uuurdrurddldluuldrruulddrdruldllurruruldldrdr,33,15.462,69396,4.48816e+06,7
mckfnibhejplgado,manhattan,52,uulddrdrululdluurdddluuurdddluurrrdlluurrdlulldrrdrd,30,114674,403432509,3.51807e+06,12
acldhnojefmibpgk,manhattan,42,lurdrurullddruuuldlddrrurullddrruullldrrdr,30,129.328,444493,3.43694e+06,7
adlnjmigbhpfcoek,manhattan,50,lurddlulurdldrurruuldldlurdrruulldrdrdluruulldddrr,40,3323.47,11726116,3.52828e+06,6
pionbljkhedcmgfa,manhattan,58,drrdruulddrdluruulddllurrdlluruldrrdrdluruldldrrulllurrddr,44,87981.9,310629197,3.5306e+06,8
elihmbdjkcpngfao,manhattan,46,dlluururdluldrdrrullddluuruldrdrdlurruuldldrdr,38,173.491,511573,2.9487e+06,5
ifgoblndjchkaemp,manhattan,44,uluurdlldldrruuulldddrruulurdrddluluulddrrrd,32,153.976,515774,3.3497e+06,7
bogkacmnlhejipdf,manhattan,50,uruulddrrdlluldrurrdllururdluurdddluuulldrddruurdd,40,220.704,734920,3.32989e+06,6
mlfpkoebigdnajhc,manhattan,57,dllurrdlddruullurrdlddruuldlldruluurrdldluruldrrdldlurdrr,39,360584,1184633987,3.28532e+06,10
kgcmhdjfaolpbeni,manhattan,55,lldrruuuldllddrruurdlulldrruuldlurdldrurrdlldlurururddd,39,61062.5,205626959,3.36748e+06,9
jckenbmaoipfdlhg,manhattan,52,urddlluldrulurrulldrdrulurdruldrddlluldruurulldrrrdd,44,1165.83,3945170,3.38402e+06,5
mkibhcfngedlaojp,manhattan,56,uululdrurdldlulddrurrullurrdlllurrdlldruulddrdlurrdlurrd,36,134095,449269854,3.35038e+06,11
epmdajblgckonihf,manhattan,43,dlurddluurdruldrddruulddruuldluldrdlururdrd,29,812.418,2595229,3.19445e+06,8
bnfjkholgaeidmpc,manhattan,59,uulurdldlurddlurdruurulldddlurrrdllurulurdrdluruldlulddrrdr,41,115429,390350324,3.38173e+06,10
gambicdolnefkhpj,manhattan,49,urulddluluurrrdllurdddrulluldrurrdlldluurrddlurdr,39,667.107,2279929,3.41764e+06,6
ajefglmhpdcoikbn,manhattan,50,uurddruuldrulldrddruldrruuullddldrruuuldrrdllurddr,34,6515.16,22066602,3.38696e+06,9
aifhgjdobnpckelm,manhattan,48,dluldrrullururddruuldddrullldrrulldruuldruurdddr,32,14010.8,47895207,3.41845e+06,9
dhiolgjnfpcamkeb,manhattan,59,urdrulddluuldrurulldrrdrdluruullldrrdruulddldrrulllururdddr,45,58787.2,199309585,3.39036e+06,8
jmkohfglebdacinp,manhattan,58,lurulddruuuldlurddlulddruluurrddruuldldrrulllddrruluurddrd,36,94421.8,318813243,3.37648e+06,12
fmikjaohcdgbepnl,manhattan,50,luurrrdlluurdrulddluuldddruldrrululdruurddruulddrd,36,5279.44,17991422,3.40783e+06,8
epjlmogbniakfhdc,manhattan,51,rddluurdddluurddlluururdrulddrdluruldldluuurrdldrdr,37,7283.72,24859332,3.413e+06,8
gndfjbcihmlkapoe,manhattan,50,uluruldddrrulurrulldrrddlluuldrurdruldlurulldrdrrd,34,3061.62,10445742,3.41183e+06,9
apcgdbmkfoneilhj,manhattan,41,ddrrdllurulldrrrdllurulurdrulldlddrruurdd,33,66.376,241708,3.6415e+06,5
madnfejchligpkob,manhattan,51,ruulurddlurdrrdlllururrdllurruldrdluldrdluuurdrdldr,33,7051.05,23531194,3.33726e+06,10
lmobckpdjhefiang,manhattan,53,urdllurddldlurulurdldrurulldrrdruldldrruldllururdldrr,39,42509.5,143990437,3.38725e+06,8
imloendpkghbfacj,manhattan,56,ulddluuldrurddldluurddlurrruulldrddruuuldddluluurrdldrdr,40,44239.8,149972156,3.38998e+06,9
mhcojifblekdapng,manhattan,52,ruurullddldruluurddluurdrddlluuurdrrdluurdddluruldrd,32,70512.5,240408315,3.40944e+06,11
gbnjkcemhfolipda,manhattan,58,urdruldluluurdrdllurrrdlllurrurddllurddluurulldddruruldrrd,40,33563.4,112221504,3.34357e+06,10
ipcjbnogdaklfhem,manhattan,49,lddrdrrullulddrrrululurdruldrddluuulldddruuldrrrd,35,998.202,3431659,3.43784e+06,8
onmpglajbcihedkf,manhattan,61,dddluluurddldruluuldddruuurddrulllurrrdddlluruuldlddrruuldrrd,45,21183.9,71909151,3.39453e+06,9
ehpfidbgnckomjla,manhattan,40,lddrdruldlururullddrurullddluurdrddlurdr,30,247.099,880538,3.5635e+06,6
bjhdcgpknlaimeof,manhattan,45,dldlurdruuuldldrrrdlllurrrululdldrruulldrdrrd,29,3643.73,12428178,3.41084e+06,9
kgichoapmfdnljbe,manhattan,54,dldlluruurddldrululurrdrdlullurrrdddluruldlurdllurddrr,42,781.033,2756402,3.52917e+06,7
mkdnfalecogjhpib,manhattan,54,uldrrrulurdldruuullddluurdrdllurrrdluuldddlurrdlururdd,42,639.826,2291090,3.5808e+06,7
fcganjpiekdblohm,manhattan,53,urddluuldrruldrddllluurrdrdluldrulldruuulddruurrddldr,35,49277.9,166731279,3.38349e+06,10
ibandhmfokjlgpec,manhattan,56,ruulddrruullurrdlllurddrdluldrulurruldrdruulddlurddlurrd,38,84225.3,285560338,3.39043e+06,10
dbpofckihnmaglej,manhattan,56,dlulddrrdluldrurruulldldrrruuldldrrdlurululdlurrdlldrrrd,42,2963.91,9976961,3.36614e+06,8
clfbagjipehnomkd,manhattan,52,druuuldrrdrdluurdlllurrdllururrddlldrrululdlururdddr,32,119388,403806172,3.3823e+06,11
danemlphbcfogjik,manhattan,49,urddlululdddrrurululdlurdrdllurrdldlurdrruuuldddr,37,667.832,2397200,3.58953e+06,7
meohbjgpiladfckn,manhattan,50,ldldluurdluurdrurddluurddldruululdddluuurdddlurdrr,30,43311.3,146218435,3.37599e+06,11
obcdefngklihamjp,manhattan,42,ullulurdlddrrurdllurulldrdruululdrddruurdd,22,708.4,2362334,3.33475e+06,11
kemhbfcajldongip,manhattan,48,ulluurdruldrdlluurrdlddllurulurdldrrdllururdldrr,34,3869.49,13066065,3.37669e+06,8
gjladfiepbnomchk,manhattan,52,ruulddrrdluurrullldrruldrruldddruuldlluurrdllurddrdr,36,8764.67,30185340,3.44398e+06,9
cagfnbhlpkiedomj,manhattan,50,druluruldrdrrulldrdruuuldrullldrdrdllurrdlluurrrdd,32,12542.1,42388515,3.37969e+06,10
jocfmepdiakhlgbn,manhattan,49,lurdldruuldlurrrddldllururddlulurruldrddrullldrrr,31,13256.9,44559526,3.36124e+06,10
ndfghemjkolcbapi,manhattan,57,uullurdlddrurrdlluulddruruldrrulullddrrruulldrrulllddrrrd,41,35497.5,121463449,3.42175e+06,9
copmjinblkgfheda,manhattan,66,rdddluuulddldruruurdddllururddlluldrrulururddllluruldrdlurruldrrdd,48,1.98622e+06,6635789653,3.34092e+06,10
adploknficemgjhb,manhattan,54,ddlurddlluurruldrrulddrdluruldldrrullldruuruldrddlurrd,38,31571.4,106038727,3.35869e+06,9
onbgmadkpecijhlf,manhattan,46,ururddrdlllurrruulllddruurdddrullurrddluldrurd,38,220.053,742750,3.37532e+06,5
kahocfgemnlijbdp,manhattan,52,uldruuuldddlurruuldddlluruuldrrdruullldrruldddruurdd,32,19840.5,67023105,3.3781e+06,11
ongejfpbkcmdlahi,manhattan,57,urdddluldluuurddluurrrdlddlluuurddrrdlllurrdllurulurrdrdd,43,5382.6,18064417,3.35608e+06,8
hdmpeakjblgcfoni,manhattan,55,ddluuldrrullldrurddlurrdlldrrullldrruuldluurdddlurrurdd,35,41932.9,140970146,3.3618e+06,11
mpleankdfhobgijc,manhattan,53,drurddlluuldddrrrulurdldlulururddluurdddlulurdldrurdr,37,13903.4,46618019,3.353e+06,9
oljphcemgfknabid,manhattan,63,llldddrruuulldddrururddluurddluuullddrdruuurdluldlddrruuulddrrd,43,834839,2790403880,3.34245e+06,11
ofnhlmekjbpidcga,manhattan,62,lulurrddrdlluulddruuurdddluurdrdllulurdruldluurdlurrddruulddrd,46,73022.4,244723591,3.35135e+06,9
pbfjaldgikonemhc,manhattan,42,rrdrddluurdluruldrddlulldrruululddrrurdldr,28,717.827,2505389,3.49024e+06,8
bmgikfdpnlhaoecj,manhattan,52,ulddrulddluurddlluurulddruldrrrdlllurrruuldlldrrurdd,38,4479.8,14929439,3.33261e+06,8
nedickjflpgobmha,manhattan,53,ulurdlddrrruuuldrdldluurddluuldruruldlurdrrdllurrdldr,41,3524.49,11812341,3.35151e+06,7
ejpfngcahkbmlido,manhattan,52,druldddrulluurdrdldrullldrrrullluurrrddllldruurrdldr,38,11369.4,38386556,3.3763e+06,8
ipkcahgbodnefljm,manhattan,55,rdrdlldrrullulurdrrdllluurdlddrrrullldrrulurdllurrurddd,35,405778,1363466999,3.36013e+06,11
dimonhpafckjbegl,manhattan,57,uldrrdllulddruurulldddrururullddrullurdldrrdruuuldddruldr,41,36689.5,123456925,3.36492e+06,9
mfjnechaokpildgb,manhattan,58,rdlluulurddrdlluuurrrddluurddlulurrdddlllurrrdlluulurrddrd,42,62272.8,208365476,3.34601e+06,9
dgmjhoneaklpicfb,manhattan,59,dlluurrddlululdrurulldrrrddlulurrulldrrdluruldrddlluldrurdr,43,87051.3,291891305,3.35309e+06,9
ogkimencfbjlpahd,manhattan,55,uurddluuurddrrdluuuldlurrrdddluuurddluldrulldrdruuldrrd,37,18716.5,66459651,3.55085e+06,10
klieojbapnfmdcgh,manhattan,64,ururrdlddllurulurrddrdllurrdlllurulurrrdddlluuurrddlldluuurrrddd,48,565302,2008769262,3.55344e+06,9
amlicpnhfkbojged,manhattan,52,rurdlddluuurdddruldluuldrurdluurddruuldddlluruldrdrr,38,18868.4,65968825,3.49625e+06,8
ebdanciojkhgmlfp,manhattan,44,uuulldldrurddlurrdluurdlllurruldrdlluurdrrdd,28,908.697,3408657,3.75115e+06,9
meigcfadbpnhjolk,manhattan,41,ulurdrurdddluuulddruldlurddluuurdrdldrurd,31,189.44,630094,3.32609e+06,6
nbckmhgoflaipdej,manhattan,53,uuurddrdllurrruuldlldrrdruulullddrurdldrurulurdllddrr,37,1168.08,4080525,3.49337e+06,9
hjcbpdemklfiaong,manhattan,57,urrdllurrddruulddrdlulurrdlldrrullldrrululdruuldrruldrrdd,35,180137,625434825,3.472e+06,12
nlkidbojafgmchpe,manhattan,61,ruululldddrrruuullldddrrruululdldrrullddrruruuldldrrullldrdrr,47,26485.1,94451914,3.56623e+06,8
gifhdmojablncpke,manhattan,54,uuuldddruldrrruuldrululldrdrdluruulddlurdrdruuulldddrr,40,5457.54,19287459,3.53409e+06,8
ebmanlcdighfjopk,manhattan,43,uluurrddlllururdrddlurdllluruldrdluuurdrrdd,29,653.464,2262641,3.46253e+06,8
cmendkbofagjilph,manhattan,55,uluurrdldlulurdruldrddluurrulddrulllddrurrdluullurrdrdd,39,23797.5,85295095,3.58421e+06,9
lmhiedbapjogfnck,manhattan,52,druuuldrrruldlurdrdluldrdruulldlurddluuurrddruuldddr,36,8230.93,29183088,3.54554e+06,9
glomdnjcfhkeapib,manhattan,62,ruuurdddluuuldrrdlluuldddruulddruurrullldrruldrruldddruulldrdr,46,213967,760828964,3.55582e+06,9
knfabiecolhgdmpj,manhattan,53,uuurdlulldrrdlldrulurrulldrrrddlulurdrulurdddllururdd,39,6046.52,21682744,3.58599e+06,8
hgomnbjpeaidlkcf,manhattan,60,uldldluruldrrrulldrrddllluruldrrrdlllurruruldrddluuruldldrrd,42,72433.6,258312951,3.5662e+06,10
fkmgalcpjbhnoide,manhattan,52,ddlurulldruuldrullddruldrdrurdlllurrdluuurrddluurddd,38,8824.22,31684957,3.59068e+06,8
hjndmekpociblafg,manhattan,50,luldddluuurddrdllurruuldldrrrdlluruldluurddrruldrd,40,176.687,568662,3.21847e+06,6
fpdiknehmlcajgbo,manhattan,45,rrddllurrdldlurdlluurrulddluurdrrulddluldrdrr,35,50.935,211726,4.15679e+06,6
gdnhlcjakpbieomf,manhattan,55,ruuldddrullurdldrruurddlulurrdlurullddrullurdldrrulddrr,39,49249.6,176671278,3.58726e+06,9
jklfpaidhebocngm,manhattan,51,ruldddruururdlddrullldrrulldruuldruurddluurddrulddr,39,8999.16,32303462,3.58961e+06,7
ebgicdkhnpjlmoaf,manhattan,45,ruldrdruuulddllurrrulldrddlulurdruldluurrdrdd,27,3799.27,13517468,3.55791e+06,10
pejiacbdfngklhmo,manhattan,48,ddrdrrulluurrddlldluruurdddlluruurdrddlululdrrrd,32,5828.79,21223607,3.64117e+06,9
